year,port,mode,species,month,estimateType,estimate
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,232
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,160
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,160
1998,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,5179
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,21
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,21
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,132
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,132
1998,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,1292
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,16
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,16
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,152
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,152
1998,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,1219
1998,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,3528
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Catch,74
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Harvest,74
1998,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,1972
1998,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,75
1998,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,75
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,220
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,220
1998,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,3648
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,9
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,9
1998,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,5271
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,252
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,252
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,264
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,264
1999,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,2605
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,49
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,49
1999,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,971
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,82
1999,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,614
1999,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,1352
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Catch,50
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Harvest,26
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,138
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,113
1999,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Catch,26
1999,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Harvest,26
1999,FRANKFORT-ELBERTA,Pier/Dock,Drum,8,Catch,34
1999,FRANKFORT-ELBERTA,Pier/Dock,Drum,8,Harvest,34
1999,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2525
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,Catch,80
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,Harvest,13
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,680
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,79
1999,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,4373
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Catch,669
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Harvest,445
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Catch,91
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Harvest,66
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Catch,29
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Harvest,9
1999,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,10,Catch,20
1999,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,10,Harvest,20
1999,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,65
1999,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,7305
1999,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Catch,1768
1999,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Harvest,1768
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,738
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,625
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,509
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,426
2000,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,3081
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,405
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,382
2000,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Catch,7
2000,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Harvest,7
2000,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,1699
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,7
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,567
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,403
2000,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,2330
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Catch,5
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Harvest,5
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Catch,153
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Harvest,79
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,Catch,27
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,Harvest,21
2000,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,7,Catch,6
2000,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,1859
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Catch,12
2000,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,8,Catch,254
2000,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2777
2000,FRANKFORT-ELBERTA,Pier/Dock,Other,8,Catch,85
2000,FRANKFORT-ELBERTA,Pier/Dock,Other,8,Harvest,85
2000,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,8,Catch,590
2000,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,8,Harvest,590
2000,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,11
2000,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,11
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,55
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,55
2000,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,2477
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,25
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,25
2000,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,20
2000,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,5878
2000,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Catch,1573
2000,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Harvest,1573
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,452
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,331
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,515
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,402
2001,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,3836
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,169
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,90
2001,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,1295
2001,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,5,Catch,1222
2001,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,5,Harvest,1222
2001,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,5,Catch,56
2001,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,5,Harvest,56
2001,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,313
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Catch,21
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Harvest,21
2001,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,1026
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Catch,195
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Harvest,195
2001,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,1717
2001,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,361
2001,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,361
2001,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,1636
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Catch,25
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Harvest,25
2001,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,33
2001,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,27
2001,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,5122
2001,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Catch,756
2001,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Harvest,756
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,523
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,403
2002,FRANKFORT-ELBERTA,Pier/Dock,Brook Trout,4,Catch,30
2002,FRANKFORT-ELBERTA,Pier/Dock,Brook Trout,4,Harvest,30
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,516
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,496
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,Catch,4
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,Harvest,4
2002,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,4,Catch,7
2002,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,4716
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,195
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,195
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,139
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,139
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Catch,6
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Harvest,6
2002,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,5,Catch,11
2002,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,1147
2002,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,5,Catch,3
2002,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,5,Harvest,3
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,3
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,3
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,633
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,422
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Catch,7
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Harvest,7
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,Catch,7
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,Harvest,7
2002,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,6,Catch,18
2002,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,6,Harvest,18
2002,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,2443
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Catch,106
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Harvest,93
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Catch,215
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Harvest,125
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Catch,30
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Harvest,30
2002,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,1603
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Catch,87
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Harvest,57
2002,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,1707
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,47
2002,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,47
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,106
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,106
2002,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,9,Catch,8
2002,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,9,Harvest,8
2002,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,2384
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Catch,16
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Harvest,16
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,5
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,5
2002,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,2508
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,33
2002,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,33
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,104
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,98
2003,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,2390
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,88
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,88
2003,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,481
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,166
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,156
2003,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,536
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Catch,4
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Harvest,4
2003,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,215
2003,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,134
2003,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,134
2003,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2550
2003,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,201
2003,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,180
2003,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,35
2003,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,35
2003,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,2568
2003,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Catch,16
2003,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Harvest,16
2003,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Catch,5
2003,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,4
2003,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,2412
2003,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Catch,29
2003,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Harvest,29
2003,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,233
2003,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,130
2004,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,57
2004,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,57
2004,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,1500
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,30
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,30
2004,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,96
2004,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,66
2004,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,1123
2004,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,288
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Catch,234
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Harvest,234
2004,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,1788
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Catch,61
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Harvest,61
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,228
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,228
2004,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Catch,34
2004,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Harvest,34
2004,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2800
2004,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,Catch,13
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,143
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,143
2004,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,83
2004,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,72
2004,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,1826
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Catch,11
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Harvest,11
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Catch,7
2004,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Harvest,2
2004,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,34
2004,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,12
2004,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,222
2004,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,2992
2004,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Catch,320
2004,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Harvest,320
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,331
2004,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,282
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,119
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,119
2005,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,4,Catch,46
2005,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,3452
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,42
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,42
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,115
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,74
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Catch,5
2005,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,628
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,29
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,29
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,101
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,45
2005,FRANKFORT-ELBERTA,Pier/Dock,Drum,6,Catch,7
2005,FRANKFORT-ELBERTA,Pier/Dock,Drum,6,Harvest,7
2005,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,6,Catch,7
2005,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,6,Harvest,7
2005,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,924
2005,FRANKFORT-ELBERTA,Pier/Dock,Other,6,Catch,548
2005,FRANKFORT-ELBERTA,Pier/Dock,Other,6,Harvest,548
2005,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,6,Catch,56
2005,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,6,Harvest,56
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Catch,64
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Harvest,64
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Catch,266
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Harvest,266
2005,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,2627
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Catch,14
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Harvest,14
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Catch,47
2005,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Harvest,47
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,124
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,124
2005,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2652
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,Catch,47
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,Harvest,47
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,312
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,301
2005,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,51
2005,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,51
2005,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,2100
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Catch,40
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Harvest,40
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Catch,56
2005,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Harvest,20
2005,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,31
2005,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,31
2005,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,17
2005,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,10,Catch,9
2005,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,2258
2005,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Catch,73
2005,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Harvest,73
2005,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,10,Catch,23
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,115
2005,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,92
2006,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,82
2006,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,30
2006,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,1260
2006,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,4,Catch,6
2006,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,12
2006,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,12
2006,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,14
2006,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,14
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Catch,13
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Harvest,13
2006,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Catch,9
2006,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,5,Catch,9
2006,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,901
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Catch,10
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Harvest,10
2006,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,635
2006,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,1123
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,71
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,71
2006,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2461
2006,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,8,Catch,18
2006,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,8,Harvest,18
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,987
2006,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,578
2006,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,9,Catch,34
2006,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,9,Harvest,34
2006,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,4047
