year,port,mode,species,month,month_name,estimate_type,estimate,source,source_last_refreshed
1996,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Harvest,143,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,May,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,,5,May,Angler Hours,2615,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Harvest,67,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Harvest,45,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,,6,June,Angler Hours,2039,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,2196,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Harvest,48,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,206,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,2671,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Harvest,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,165,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,193,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,4400,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Harvest,22,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,37,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Harvest,1,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,16,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,6159,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,212,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,201,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,201,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Catch,18,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Harvest,18,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Catch,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,3865,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Catch,49,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Harvest,49,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Catch,175,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Harvest,175,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,,5,May,Angler Hours,2108,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Catch,48,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Harvest,48,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Catch,81,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Harvest,81,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,,6,June,Angler Hours,3364,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Catch,87,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Harvest,87,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,2367,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,189,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,189,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,36,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,36,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,4556,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Catch,22,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Harvest,22,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,191,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,191,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,240,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,240,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,4590,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,5366,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,232,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,232,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,160,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,160,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,5179,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Catch,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Harvest,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Catch,132,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Harvest,132,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,,5,May,Angler Hours,1292,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Catch,16,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Harvest,16,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Catch,152,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Harvest,152,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,,6,June,Angler Hours,1219,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,3528,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,74,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,74,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,1972,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,75,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,75,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,220,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,220,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,3648,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,5271,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,252,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,252,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,264,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,264,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,2605,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Catch,49,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Harvest,49,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,,5,May,Angler Hours,971,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Catch,82,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,,6,June,Angler Hours,614,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,1352,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,50,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,26,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Catch,138,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Harvest,113,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,26,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,26,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,2525,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Catch,80,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Harvest,13,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,680,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,79,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,4373,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Catch,669,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Harvest,445,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Catch,91,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,66,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Catch,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,7305,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,738,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,625,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,509,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,426,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,3081,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Catch,23,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Harvest,23,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Catch,405,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Harvest,382,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,,5,May,Angler Hours,1699,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Catch,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Catch,567,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Harvest,403,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,,6,June,Angler Hours,2330,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,June,Catch,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,June,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Catch,153,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Harvest,79,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Catch,27,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Harvest,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,1859,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Catch,12,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,2777,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,55,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,55,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,2477,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,5878,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,452,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,331,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,515,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,402,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,3836,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Catch,169,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Harvest,90,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,,5,May,Angler Hours,1295,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,,6,June,Angler Hours,313,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,June,Catch,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,June,Harvest,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,1026,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,195,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,195,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,1717,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,361,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,361,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,1636,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Catch,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,33,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,27,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,5122,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,523,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2001,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,403,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,516,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2002,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,496,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2002,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Catch,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
